urls
"https://www.reuters.com/business/autos-transportation/musk-delivers-first-tesla-semi-trucks-2022-12-02/"
"https://www.cnet.com/roadshow/news/why-the-tesla-semi-makes-so-much-sense/"
"https://globalnews.ca/news/9266161/meta-layoffs-why-tech-companies-are-cutting-staff/"
"https://www.cnbc.com/2022/11/17/meta-disciplined-or-fired-employees-for-taking-over-user-accounts-wsj.html"
"https://globalnews.ca/news/9275858/elon-musk-spacex-twitter-starlink/"
"https://globalnews.ca/news/9244499/google-canada-new-montreal-office/"
"https://globalnews.ca/news/9234559/stocks-rally-wall-street/"
"https://globalnews.ca/news/9283179/amazon-layoffs-uncertain-economy/"
"https://www.cnbc.com/2022/11/16/genesis-lending-unit-halts-withdrawals-in-aftermath-of-ftx-collapse.html"
"https://globalnews.ca/news/9208133/netflix-recovers-subscriber-slump-advertising/"
"https://globalnews.ca/news/8519504/netflix-price-increase-streaming-subscriptions/"
"https://www.computerworld.com/article/3682071/amazon-layoffs-now-expected-to-mount-to-20000-including-top-managers.html"
